solver,activation_function,hidden_layers,learning_rate,accuracy,precision,recall,f1_score,fit_time,total_epochs
adam,identity,"[42, 37, 48]",0.055,0.911,0.9109521287515916,0.9094031773868996,0.9095500809027938,4.2,6
adam,identity,[75],0.078,0.8846,0.8862204539847955,0.8831562765560772,0.8823350542381135,4.0,5
lbfgs,identity,[11],0.0666,0.9245,0.9236079565045796,0.9234156655134236,0.9234225311122176,33.8,250
adam,identity,"[48, 48]",0.0184,0.9067,0.907211386004536,0.9066362198357036,0.906038500195398,10.2,12
adam,logistic,"[13, 74]",0.0069,0.9464,0.9456247693529604,0.9459719231802468,0.9457202724959934,15.9,16
lbfgs,relu,"[61, 31, 64, 47, 47, 50]",0.004,0.9706,0.9703885847172112,0.9702766778655524,0.9703164720880452,175.8,250
sgd,logistic,[95],0.0082,0.9654,0.9651958646031872,0.9649866705285042,0.9650647313518896,116.8,128
adam,relu,"[90, 100]",0.0638,0.9164,0.9168867533675188,0.9144850431299364,0.915028257963132,10.2,9
lbfgs,logistic,"[36, 52, 86]",0.0921,0.9561,0.9556401219439732,0.9555546132423688,0.9555701575313352,256.6,250
adam,logistic,"[55, 17, 65]",0.0855,0.9105,0.911303777601178,0.9091256806950712,0.909588419349552,17.1,14
lbfgs,logistic,"[38, 36, 60]",0.0429,0.9548,0.9543964246277744,0.95430830398303,0.9542878312796916,223.3,250
sgd,tanh,"[65, 13, 75, 82, 91]",0.0696,0.9711,0.9709997331257236,0.9707261440951538,0.9708157809387352,15.3,16
lbfgs,logistic,[57],0.0107,0.9664,0.96616136561544,0.9660230577651592,0.9660815944797108,71.7,137
sgd,identity,"[60, 60, 41]",0.0367,0.9229,0.9223456892285048,0.92164618444057,0.9216154254284182,8.9,12
sgd,identity,"[9, 31, 83, 74]",0.0087,0.9222,0.9211211074459044,0.9212098956320336,0.9210763352533654,8.1,15
sgd,tanh,"[17, 64]",0.0684,0.9592,0.9588366974490624,0.9587579972090994,0.9587102691173596,6.2,17
sgd,tanh,[61],0.0167,0.9754,0.9752674428586404,0.9751015823136868,0.9751632112741626,22.3,45
adam,identity,[71],0.0407,0.8981,0.8984221742335352,0.8963675792096233,0.8964612076874687,3.5,6
sgd,identity,[79],0.0622,0.9183,0.9179380251103476,0.9166165789887148,0.916642578396456,3.5,6
adam,logistic,[26],0.0008,0.9572,0.9569520987946574,0.9567459263167728,0.9568012916075436,24.1,53
sgd,logistic,"[87, 23, 9, 44]",0.0026,0.1135,0.01135,0.1,0.0203861697350696,8.0,5
sgd,tanh,[89],0.0812,0.9762,0.9760466259485728,0.9759909479520996,0.9760006049244894,11.3,18
lbfgs,logistic,"[22, 84, 26, 92]",0.0763,0.1135,0.01135,0.1,0.0203861697350696,8.7,4
lbfgs,identity,"[89, 59]",0.0491,0.9247,0.9238400742874456,0.9236468138367446,0.9236747654237308,114.4,250
adam,relu,[98],0.076,0.9313,0.93355373027937,0.9307997849539682,0.9311231725938104,7.0,8
lbfgs,logistic,"[30, 31]",0.0723,0.9538,0.9536133097300132,0.9532108629153108,0.9533723594426348,110.9,250
lbfgs,identity,[76],0.0281,0.9239,0.9230331715677578,0.9227525468535392,0.922808300338292,81.5,250
adam,tanh,[65],0.0188,0.9603,0.9604443328387104,0.9599394855896796,0.9600279494514226,9.3,16
lbfgs,tanh,[67],0.0224,0.9695,0.9693884798550296,0.9690573657731296,0.9692007279539508,33.3,106
sgd,logistic,"[92, 78]",0.0292,0.9719,0.9716792961001632,0.9716924565814062,0.9716663125791634,59.7,43
lbfgs,relu,"[40, 58, 12, 32]",0.0324,0.9607,0.9603756770192694,0.9603457855765504,0.9603380197278234,99.5,250
adam,identity,[46],0.0749,0.8995,0.8999963433680318,0.8985032576237245,0.8985641774765005,2.5,5
adam,tanh,"[49, 65, 98, 86, 65]",0.0287,0.8975,0.8966989020886051,0.8960514350989135,0.8960233693459478,6.6,6
adam,logistic,"[3, 61, 65]",0.01,0.828,0.8283171283823798,0.8253569553685016,0.8256173807981699,18.2,20
sgd,tanh,"[50, 38]",0.0994,0.9724,0.972399760339698,0.9720587134256488,0.9721669877916695,8.8,16
lbfgs,tanh,"[74, 2, 72, 38, 100, 37, 41, 10, 63]",0.0453,0.9341,0.933381680540118,0.9335484535058918,0.9332814353907832,218.4,250
adam,tanh,"[32, 54, 52, 2]",0.0693,0.2784,0.1606739489527526,0.2701670507045985,0.1381273252399334,3.5,5
lbfgs,relu,"[76, 50]",0.0793,0.9757,0.9755498340563092,0.9753625660665678,0.975445082278271,111.4,221
adam,logistic,"[23, 35, 26]",0.0432,0.9456,0.9450854773746882,0.9452031042778352,0.9449730560554505,9.1,11
lbfgs,logistic,"[94, 85]",0.098,0.9702,0.9699986030778008,0.9697869151769754,0.9698645309979608,180.4,151
adam,identity,[55],0.0504,0.9035,0.9038047579758888,0.9020188947944724,0.9017364943505032,2.9,5
adam,identity,[19],0.0078,0.9201,0.9190064410003276,0.91875994684599,0.9185814532802132,2.8,9
adam,tanh,[33],0.0133,0.9583,0.958335267277835,0.9576895210889308,0.957859926089124,5.1,12
sgd,relu,"[55, 17]",0.0817,0.9679,0.967480996973215,0.9680035931144696,0.9676386198880056,4.2,8
lbfgs,identity,"[79, 98, 79, 67]",0.0108,0.9246,0.9236246083449714,0.9235089032707176,0.9234970869004318,140.3,250
sgd,identity,"[30, 86]",0.0215,0.9234,0.922570576447131,0.9223059288680918,0.9221733636814624,6.1,12
adam,logistic,[59],0.0509,0.9514,0.9508815835868022,0.9511368811617736,0.9508156659538478,11.7,12
lbfgs,logistic,"[31, 83, 71, 12]",0.012,0.1135,0.01135,0.1,0.0203861697350696,6.4,3
lbfgs,identity,"[60, 87]",0.0458,0.9247,0.923786144885544,0.923605546342358,0.9236224191416292,96.4,250
lbfgs,relu,[65],0.087,0.9705,0.9702437387851026,0.9702286256601438,0.9702258717426918,74.9,231
adam,logistic,[68],0.0572,0.9597,0.9590665654880108,0.9593841253356152,0.959180083077593,26.6,22
lbfgs,relu,"[97, 99, 66, 12]",0.0029,0.9724,0.9720909621170224,0.9721314290189454,0.9720978731253344,154.5,225
lbfgs,logistic,[36],0.0678,0.957,0.9565266786793588,0.9563835032934228,0.9564049909949576,63.0,169
lbfgs,relu,[20],0.09,0.9433,0.9425195189023796,0.9426544793343956,0.9425482033415946,41.9,250
lbfgs,relu,"[98, 40, 13, 13, 99, 95]",0.0077,0.9675,0.967366522901032,0.9671583802339292,0.9672455221539094,203.3,250
lbfgs,logistic,[56],0.0037,0.9684,0.9681923974185924,0.9680333686196276,0.9681013433058402,68.4,139
adam,relu,"[83, 26]",0.045,0.9458,0.946671421617504,0.9451058115112618,0.945143611463616,11.7,12
adam,identity,"[87, 50, 93, 59, 28]",0.0639,0.9164,0.9165595109693964,0.9152138947451404,0.9155359769615258,12.2,10
lbfgs,identity,"[64, 21, 67]",0.0525,0.9256,0.9246607170335592,0.9245132776740204,0.9245142908176502,84.5,250
adam,tanh,[48],0.0034,0.9653,0.965157153360755,0.964918588992756,0.9649494509503124,7.9,16
adam,logistic,"[3, 87]",0.0317,0.7885,0.7822094449321,0.7835886170346966,0.7796198292450252,7.0,11
sgd,logistic,"[96, 55]",0.0704,0.9747,0.9745386167918532,0.9743949112162126,0.9744381433859264,40.4,33
adam,tanh,"[61, 77, 52, 28, 86]",0.03,0.8978,0.8983484114408453,0.897597604093449,0.8967801767812495,7.1,6
lbfgs,logistic,"[30, 45]",0.0623,0.9575,0.956999220223866,0.9569895821836044,0.9569666389748234,128.4,244
lbfgs,identity,"[49, 68, 62, 35]",0.0273,0.925,0.9241580210481932,0.9239283084587856,0.9239688629078636,105.3,250
adam,relu,"[81, 16, 55, 76, 43]",0.0599,0.1135,0.01135,0.1,0.0203861697350696,5.4,5
sgd,relu,[17],0.0637,0.9531,0.9528713251856556,0.9526038951730113,0.9526247565329692,2.8,9
sgd,relu,[3],0.0623,0.8068,0.8033142013681733,0.8031406074610308,0.8018712087334998,3.6,15
adam,tanh,[45],0.0572,0.9319,0.9315853617676688,0.9317302659268742,0.9312085706938308,7.8,15
sgd,relu,[15],0.0721,0.9508,0.9504232731256284,0.9501817405347228,0.9502396348202302,7.4,26
sgd,relu,"[96, 55]",0.0688,0.9762,0.976021959727716,0.9759887854747538,0.9759612588899236,12.1,16
adam,identity,"[36, 87]",0.0934,0.9039,0.9044921587713002,0.9032121100836324,0.9026401891124908,3.4,6
sgd,logistic,[92],0.0485,0.9754,0.9751935563755836,0.975157569266667,0.9751697615478232,47.9,52
sgd,identity,[77],0.0242,0.9251,0.9243419546040034,0.923993983876482,0.924024312277068,6.9,13
lbfgs,identity,"[9, 38, 58, 53, 91]",0.0676,0.9234,0.9223768660357564,0.922201767262436,0.9222090822811316,86.6,250
adam,identity,"[71, 39]",0.0691,0.9041,0.9047095967054298,0.9023684368916284,0.9021532617317212,4.7,6
lbfgs,relu,[91],0.079,0.9766,0.9765785428346851,0.97638268231875,0.9764698112789189,82.1,188
sgd,logistic,"[69, 73]",0.0454,0.9753,0.97515692434757,0.9749582929309316,0.9750452198137132,45.3,40
adam,relu,"[54, 66, 99]",0.0351,0.9404,0.9401465489886232,0.9398348551596974,0.9397740951679648,11.6,12
lbfgs,relu,[36],0.0104,0.9619,0.9616991531139027,0.9615197424546348,0.961586914565752,61.0,250
sgd,identity,[44],0.0688,0.9222,0.9211735664681012,0.9213762755341198,0.9211310626774726,5.0,12
sgd,tanh,"[34, 42]",0.0599,0.964,0.96363064201735,0.9637094919635044,0.9636136558527474,5.3,11
sgd,identity,"[84, 40, 11]",0.0351,0.9182,0.9175488706245846,0.9166970410904428,0.9168462322142056,5.9,8
adam,tanh,[34],0.0826,0.9178,0.9187129433766844,0.9168492092683672,0.917328882429951,4.6,11
lbfgs,logistic,"[35, 51, 33]",0.046,0.9578,0.9575168704769942,0.9572406995368428,0.957275776338121,193.8,250
adam,relu,[41],0.0535,0.9401,0.939691604711421,0.9393043506490508,0.9393152060467908,3.2,6
sgd,tanh,[10],0.0932,0.9288,0.9280471493124156,0.9277587409723512,0.927830152045672,3.1,12
lbfgs,logistic,"[55, 19, 73]",0.0516,0.9645,0.9642705032585666,0.964022773732809,0.9641028246426884,236.9,250
lbfgs,relu,"[73, 42, 65, 25, 92, 17, 14]",0.0998,0.96,0.9595355573957484,0.9596089314404406,0.9595600030754864,184.1,250
adam,relu,[26],0.0788,0.9137,0.9150552935434708,0.912827779232153,0.9129257136515876,4.9,11
sgd,logistic,[69],0.0371,0.9706,0.970509672596458,0.9702761510226544,0.9703453729204942,37.0,52
lbfgs,tanh,"[29, 29]",0.0685,0.9574,0.9571119282082604,0.9569232304600508,0.9569985289881302,49.7,211
lbfgs,logistic,"[68, 50]",0.0583,0.9683,0.9680023158031446,0.9678333782841266,0.9678951358070152,176.4,206
lbfgs,logistic,[6],0.0621,0.9128,0.9113585019689552,0.9115763146153292,0.9114128968771192,36.3,250
sgd,relu,"[8, 69]",0.0652,0.9407,0.9410576583392588,0.9396249646524986,0.9399307107812994,4.0,10
sgd,relu,[36],0.0205,0.9714,0.971024650229815,0.9711707296988176,0.9710883518170468,8.5,22
sgd,relu,[44],0.05,0.9682,0.9681447429903248,0.9680010650994566,0.9679761925334588,7.1,15
sgd,tanh,[73],0.0966,0.9752,0.9751093906676326,0.974977587460294,0.9750161942187936,8.6,16
sgd,identity,[13],0.0426,0.924,0.9230231894334848,0.9230745832925376,0.9229617610484016,5.2,19
adam,tanh,"[7, 82]",0.0799,0.8526,0.85052658535439,0.8501649906280866,0.8496684973155849,3.4,9
lbfgs,tanh,"[98, 14, 88, 45, 23, 21]",0.0116,0.9689,0.968755782245843,0.9684450407420244,0.9685366957562844,168.5,250
lbfgs,tanh,"[48, 69, 33, 86]",0.0866,0.9699,0.9697428796632218,0.969500956816328,0.9696114907901452,85.7,140
sgd,identity,[21],0.0612,0.923,0.9229155263084042,0.9216638562622088,0.9219311128947252,4.1,11
sgd,logistic,"[64, 19, 4, 79, 99, 76, 19, 69]",0.0711,0.1135,0.01135,0.1,0.0203861697350696,9.9,7
sgd,relu,"[77, 33, 70, 65]",0.0021,0.9677,0.9676612923867752,0.9673159829224606,0.9674246882897992,27.8,38
lbfgs,relu,"[78, 17, 68]",0.0198,0.9619,0.9616371041588982,0.9616256111989449,0.9615973192413918,54.1,100
lbfgs,tanh,[55],0.0802,0.9623,0.9620358759261464,0.9619949076039708,0.9619840415870752,40.2,100
adam,logistic,[53],0.0391,0.9606,0.9607115458430232,0.9602349419617454,0.9603810286311772,7.1,13
sgd,identity,[91],0.0735,0.92,0.9188395516277804,0.9188759006237516,0.9187236281346614,5.3,10
adam,tanh,"[5, 36, 28, 10]",0.0765,0.4159,0.3979472728600756,0.4083651687323836,0.3634328969318215,3.4,7
lbfgs,tanh,"[2, 48]",0.0449,0.6541,0.6376040129624062,0.6499822351940926,0.6376565233976095,19.2,100
sgd,relu,[9],0.0939,0.9363,0.9357430931461836,0.9354116031305478,0.9354263377149096,3.7,15
adam,logistic,"[69, 57]",0.0012,0.9734,0.973332275790869,0.9732216043814248,0.9732562208830456,20.3,29
sgd,logistic,"[83, 24]",0.028,0.9699,0.969849328281595,0.9695541339272972,0.9696792525811267,25.2,43
adam,logistic,[90],0.0761,0.9459,0.9451833774173763,0.9456152502521792,0.9452755216235594,7.4,9
adam,logistic,[17],0.0628,0.9262,0.9253667296565048,0.9253999543362952,0.9251524622858928,2.9,9
adam,relu,"[65, 96]",0.0515,0.9218,0.9218043485671444,0.9212339094217064,0.920940887927479,6.2,8
lbfgs,logistic,"[25, 98, 63, 8]",0.0435,0.1135,0.01135,0.1,0.0203861697350696,3.3,5
sgd,identity,"[17, 20, 62]",0.0997,0.9128,0.9127586586615408,0.9118537013709892,0.9118644756565468,2.6,7
adam,tanh,[48],0.0452,0.9335,0.9337025473605448,0.9331843430107848,0.9330815224542592,4.1,9
sgd,tanh,"[88, 82, 48]",0.0604,0.9781,0.9779118396094176,0.9778268217912648,0.9778497624938368,16.6,16
lbfgs,logistic,[5],0.068,0.8768,0.8751084063698965,0.8752809373769228,0.8748364912077925,11.3,100
lbfgs,relu,[73],0.0318,0.9738,0.9736128552360168,0.9734951941259437,0.9735459263355706,42.8,100
lbfgs,tanh,"[82, 59, 13]",0.0518,0.9716,0.9714161002887594,0.9711850102238688,0.9712809648645456,58.5,100
lbfgs,logistic,"[59, 75]",0.0659,0.9584,0.9578858806297086,0.9579270121912782,0.9578863888018392,54.4,100
adam,relu,"[100, 32, 91, 84, 64, 80, 6, 62]",0.0534,0.1135,0.01135,0.1,0.0203861697350696,12.2,7
sgd,logistic,"[68, 80, 90, 65]",0.0912,0.1135,0.01135,0.1,0.0203861697350696,5.0,5
lbfgs,logistic,"[10, 40]",0.0805,0.9211,0.9198451435246624,0.9197242993989694,0.9196489484653062,19.2,100
adam,identity,[61],0.0569,0.8742,0.8763581479691382,0.8723385414741133,0.8712764625785752,3.2,5
lbfgs,tanh,[4],0.0837,0.632,0.6061483938296311,0.6239542132910254,0.5653051090702916,3.0,27
sgd,relu,[44],0.0144,0.948,0.9474116673155202,0.9474684017645244,0.9473827300111104,2.6,7
adam,tanh,[86],0.0551,0.9204,0.9226032560907208,0.9194868938847092,0.9193570875500532,3.1,5
adam,logistic,"[13, 10]",0.0392,0.9145,0.9135205473423892,0.912945255947326,0.9129409480817332,1.7,6
sgd,logistic,"[3, 43, 92, 56, 82]",0.0166,0.1135,0.01135,0.1,0.0203861697350696,4.3,6
adam,relu,"[16, 69, 52]",0.0084,0.9548,0.9548903085279572,0.9543277506594718,0.9542292773907122,2.6,5
lbfgs,relu,"[5, 27]",0.059,0.7302,0.7300969201159913,0.725419976082742,0.7252550899243662,21.1,159
sgd,logistic,"[60, 54, 89, 71, 86]",0.0618,0.1032,0.01032,0.1,0.0187092095721537,5.6,5
adam,identity,"[86, 71]",0.088,0.9074,0.9083148818710404,0.9054161879660194,0.9053872464693778,5.7,9
adam,tanh,"[84, 63, 33, 36]",0.0325,0.8938,0.89289274063437,0.8923130117087595,0.8919845497695222,6.4,6
adam,relu,"[86, 65, 16]",0.078,0.1135,0.01135,0.1,0.0203861697350696,4.1,5
sgd,logistic,[17],0.0008,0.812,0.8163753181774824,0.8071132572122016,0.8035667282150551,5.6,22
sgd,identity,"[80, 28, 99]",0.0911,0.9132,0.9129654371864456,0.9118269855599934,0.911797156169808,2.9,5
adam,relu,"[56, 66]",0.0677,0.9027,0.9009451201489032,0.9005403109429853,0.9002235014106098,5.4,8
adam,relu,[76],0.022,0.9562,0.9566989766874584,0.95586295760513,0.9558465204245828,3.0,5
adam,identity,"[70, 83, 21]",0.0841,0.9119,0.9117797547266204,0.9104546715418684,0.9102895338212172,3.8,6
adam,logistic,"[51, 18]",0.0625,0.9412,0.941066148258853,0.940936171203648,0.940358181806461,4.8,6
sgd,identity,"[61, 12]",0.0996,0.916,0.9153818541975768,0.915119302532998,0.9148827860504868,6.9,6
adam,tanh,[85],0.0122,0.9612,0.9614173030318288,0.9607847816969102,0.9608926461507804,9.4,6
adam,logistic,"[52, 62]",0.0477,0.9479,0.9472593304865062,0.9473881193771708,0.9472366268147834,10.1,7
lbfgs,tanh,"[88, 19, 56, 94]",0.0091,0.8893,0.8883410812734116,0.887835151071112,0.8877598133286041,10.5,15
lbfgs,tanh,"[23, 36]",0.0118,0.8796,0.8774945777879333,0.8777384286030925,0.8773718027819593,2.7,12
lbfgs,logistic,"[81, 11, 52]",0.0073,0.1135,0.01135,0.1,0.0203861697350696,1.5,1
adam,relu,"[78, 24]",0.0224,0.9611,0.961044096928964,0.9608460930328296,0.9607468208003668,3.2,5
adam,identity,[61],0.0569,0.8742,0.8763581479691382,0.8723385414741133,0.8712764625785752,3.2,5
lbfgs,tanh,[4],0.0837,0.632,0.6061483938296311,0.6239542132910254,0.5653051090702916,3.0,27
sgd,relu,[44],0.0144,0.948,0.9474116673155202,0.9474684017645244,0.9473827300111104,2.6,7
adam,tanh,[86],0.0551,0.9204,0.9226032560907208,0.9194868938847092,0.9193570875500532,3.1,5
adam,logistic,"[13, 10]",0.0392,0.9145,0.9135205473423892,0.912945255947326,0.9129409480817332,1.7,6
sgd,logistic,"[3, 43, 92, 56, 82]",0.0166,0.1135,0.01135,0.1,0.0203861697350696,4.3,6
adam,relu,"[16, 69, 52]",0.0084,0.9548,0.9548903085279572,0.9543277506594718,0.9542292773907122,2.6,5
lbfgs,relu,"[5, 27]",0.059,0.7302,0.7300969201159913,0.725419976082742,0.7252550899243662,21.1,159
sgd,logistic,"[60, 54, 89, 71, 86]",0.0618,0.1032,0.01032,0.1,0.0187092095721537,5.6,5
adam,identity,"[86, 71]",0.088,0.9074,0.9083148818710404,0.9054161879660194,0.9053872464693778,5.7,9
adam,tanh,"[84, 63, 33, 36]",0.0325,0.8938,0.89289274063437,0.8923130117087595,0.8919845497695222,6.4,6
adam,relu,"[86, 65, 16]",0.078,0.1135,0.01135,0.1,0.0203861697350696,4.1,5
sgd,logistic,[17],0.0008,0.812,0.8163753181774824,0.8071132572122016,0.8035667282150551,5.6,22
sgd,identity,"[80, 28, 99]",0.0911,0.9132,0.9129654371864456,0.9118269855599934,0.911797156169808,2.9,5
adam,relu,"[56, 66]",0.0677,0.9027,0.9009451201489032,0.9005403109429853,0.9002235014106098,5.4,8
adam,relu,[76],0.022,0.9562,0.9566989766874584,0.95586295760513,0.9558465204245828,3.0,5
adam,identity,"[70, 83, 21]",0.0841,0.9119,0.9117797547266204,0.9104546715418684,0.9102895338212172,3.8,6
adam,logistic,"[51, 18]",0.0625,0.9412,0.941066148258853,0.940936171203648,0.940358181806461,4.8,6
sgd,identity,"[61, 12]",0.0996,0.916,0.9153818541975768,0.915119302532998,0.9148827860504868,6.9,6
adam,tanh,[85],0.0122,0.9612,0.9614173030318288,0.9607847816969102,0.9608926461507804,9.4,6
adam,logistic,"[52, 62]",0.0477,0.9479,0.9472593304865062,0.9473881193771708,0.9472366268147834,10.1,7
lbfgs,tanh,"[88, 19, 56, 94]",0.0091,0.8893,0.8883410812734116,0.887835151071112,0.8877598133286041,10.5,15
lbfgs,tanh,"[23, 36]",0.0118,0.8796,0.8774945777879333,0.8777384286030925,0.8773718027819593,2.7,12
lbfgs,logistic,"[81, 11, 52]",0.0073,0.1135,0.01135,0.1,0.0203861697350696,1.5,1
adam,relu,"[78, 24]",0.0224,0.9611,0.961044096928964,0.9608460930328296,0.9607468208003668,3.2,5
sgd,relu,[55],0.0626,0.9737,0.973487577078498,0.973552377827666,0.9734954983788422,21.8,21
lbfgs,logistic,"[56, 26]",0.0242,0.9602,0.9600814490087252,0.9597566103571898,0.9598547703727496,167.4,305
adam,logistic,"[54, 80]",0.0569,0.9387,0.9386734179500468,0.9379644003445506,0.9379913128227008,14.6,11
adam,relu,"[42, 99, 77, 85, 2, 89]",0.0415,0.1135,0.01135,0.1,0.0203861697350696,8.9,5
lbfgs,tanh,"[33, 65]",0.0509,0.9623,0.96199171229556,0.96192341706663,0.961927274608786,92.4,188
sgd,tanh,[87],0.0347,0.9761,0.976080279947307,0.9758857555893016,0.9759628918407468,12.1,23
lbfgs,logistic,"[94, 100, 70]",0.0133,0.9672,0.9670008464658274,0.9667713668594484,0.9668638915238696,236.9,276
adam,tanh,"[19, 96]",0.0334,0.9263,0.925629790073654,0.925846313510379,0.9254930279188786,7.7,9
sgd,logistic,"[70, 9]",0.0881,0.9751,0.9750103627314994,0.9747253408684118,0.9748287276869452,26.9,31
sgd,tanh,"[47, 46, 78, 71, 98, 43, 90]",0.0726,0.9684,0.9680370393517072,0.9682091468527828,0.9680183399532768,15.7,10
sgd,identity,"[71, 81]",0.0239,0.9226,0.9226065868766726,0.9211949863100382,0.9214563422385004,9.5,16
adam,relu,"[23, 33, 43, 6]",0.0203,0.9171,0.9177360679990996,0.9164001710673924,0.9165272677454182,15.4,24
sgd,identity,"[39, 64, 52]",0.0623,0.9174,0.9170895197347448,0.9163493321115552,0.9163235651519251,2.9,7
adam,tanh,[22],0.0788,0.9115,0.9115878737719704,0.9099502021675036,0.9099440099366872,5.7,18
lbfgs,logistic,"[58, 43, 34, 60, 38, 78]",0.0618,0.1135,0.01135,0.1,0.0203861697350696,5.6,5
adam,identity,"[27, 30, 77, 11, 72, 17, 43]",0.0731,0.9146,0.913556887378079,0.9134138693120388,0.9131079229083252,5.0,7
lbfgs,tanh,"[97, 63, 67, 73]",0.07,0.9738,0.9736650703099968,0.9735066604467628,0.973562556076492,113.1,132
lbfgs,identity,[82],0.0551,0.923,0.9221865327221372,0.9218791157079684,0.9219417971263564,208.2,500
sgd,tanh,[87],0.0149,0.9749,0.9748063009326744,0.974610152084565,0.9746756450819748,22.3,44
sgd,tanh,[6],0.0768,0.9023,0.9013212845697308,0.9009976954431608,0.9005477141542453,3.9,18
adam,tanh,"[64, 64, 69]",0.0506,0.8797,0.8831775753310479,0.8775317143090602,0.8783966713376966,6.1,7
lbfgs,logistic,"[96, 39]",0.0109,0.9719,0.9716173571786626,0.9715808220840524,0.9715857607801708,120.9,206
adam,relu,[33],0.0845,0.9065,0.9053643867647866,0.9056893860799043,0.9049647315137588,3.5,8
adam,identity,[67],0.0793,0.889,0.8901201576740038,0.887547727822591,0.8863441735662881,2.5,5
sgd,tanh,[55],0.0243,0.9701,0.970099159404309,0.969843674251596,0.9699337449090928,10.5,27
sgd,relu,[28],0.0156,0.9644,0.9641976973803986,0.9639135690354286,0.964006193832321,12.3,29
sgd,tanh,[40],0.0944,0.9671,0.9668316473609172,0.9667841846152428,0.966757455710646,9.5,17
adam,relu,"[37, 86, 63]",0.0605,0.7811,0.7852926118160242,0.7774260280495828,0.7713262443055934,13.8,15
lbfgs,logistic,[8],0.0024,0.9202,0.9187846045723808,0.9187076632042992,0.9186466320024036,19.2,150
lbfgs,relu,"[88, 26, 44, 14]",0.0775,0.9688,0.9684773818228576,0.9685444250259644,0.968487272439606,71.1,150
adam,tanh,[14],0.0824,0.8945,0.8935562058106346,0.893266594114538,0.8933551978341769,4.1,12
lbfgs,relu,"[67, 96, 87, 9]",0.0831,0.9665,0.96627313814107,0.9660235440377636,0.966111642230146,86.1,150
lbfgs,relu,[51],0.0259,0.9716,0.971412803825029,0.9713408890212132,0.971357025382062,42.2,150
adam,relu,[31],0.0374,0.9461,0.9454811867591222,0.945530710862581,0.9453106987081286,4.3,9
adam,tanh,"[22, 5]",0.0573,0.9099,0.9085933751420112,0.9089155873385376,0.9085211712210504,5.7,13
lbfgs,tanh,"[31, 79, 53, 68]",0.0023,0.9659,0.9653447340043554,0.965422353960282,0.9653692473687296,70.8,150
lbfgs,identity,[15],0.0624,0.9251,0.9241189009389548,0.9239680932961444,0.9239620575783892,18.8,150
adam,logistic,"[7, 71, 96, 48, 91]",0.0317,0.1135,0.01135,0.1,0.0203861697350696,11.2,5
